Nombre ejercicio,Grupo muscular principal,Grupo muscular secundario,Lugar de entrenamiento: casa/gimnasio,Nivel de dificultad,Material necesario,Equipamiento opcional,Tags GPT,URL video\n\n,,
Estiramiento dinámico de pecho (versión femenina),Pectorales,Hombros,casa/gimnasio,Básico,Ninguno,Ninguno,"empuje horizontal, multiarticular, básico, ninguno, hipertrofia, casa, pectorales, hombros",https://drive.google.com/file/d/1IypOhGMzeQDGBOyG0i8E-ULXnWkCqMO4/view?usp=drivesdk,,
Estiramiento dinámico de pecho (versión masculina),Pectorales,Hombros,casa/gimnasio,Básico,Ninguno,Ninguno,"empuje horizontal, multiarticular, básico, ninguno, hipertrofia, casa, pectorales, hombros",https://drive.google.com/file/d/1vIIHrudtIVFa38d1HYoEAZwQySOBNS2u/view?usp=drivesdk,,
Aperturas declinadas con polea,Pectorales,Hombros,Gimnasio,Intermedio,Máquina de poleas,Banco declinado,"empuje horizontal, multiarticular, intermedio, máquina de poleas, hipertrofia, gimnasio, pectorales, hombros",https://drive.google.com/file/d/1FqIOucNsLP3V6ooRewJC4odQA8WW8lSo/view?usp=drivesdk,,
Press inclinado con poleas,Pectorales,Hombros,Gimnasio,Avanzado,Máquina de poleas,Banco inclinado,"empuje horizontal, multiarticular, avanzado, máquina de poleas, hipertrofia, gimnasio, pectorales, hombros",https://drive.google.com/file/d/1hN_4WswxVz3TFyNvLnXJ8Jl4QTC8U5nd/view?usp=drivesdk,,
Aperturas inclinadas con poleas sobre balón,Pectorales,Hombros,Gimnasio o casa,Intermedio,Máquina de poleas,Fitball,"empuje horizontal, multiarticular, intermedio, máquina de poleas, hipertrofia, casa, pectorales, hombros",https://drive.google.com/file/d/1YDPO4XqOoGb64Y0NRiyPJ8i5rc2vzeWy/view?usp=drivesdk,,
Aperturas medias con poleas,Pectorales,Hombros,Gimnasio,Intermedio,Máquina de poleas,Ninguno,"empuje horizontal, multiarticular, intermedio, máquina de poleas, hipertrofia, gimnasio, pectorales, hombros",https://drive.google.com/file/d/1O_1GEujwLnvx3iPJqNkCfbg6mNQh5F4f/view?usp=drivesdk,,
Aperturas tumbado con poleas (versión femenina),Pectorales,Hombros,Gimnasio,Intermedio,Máquina de poleas,Esterilla o banco plano,"empuje horizontal, multiarticular, intermedio, máquina de poleas, hipertrofia, gimnasio, pectorales, hombros",https://drive.google.com/file/d/1-1aMMoJ_hdW1S4pp3ae7KamKB_8MHmSi/view?usp=drivesdk,,
Aperturas declinadas con mancuernas,Pectorales,Hombros,Casa o gimnasio,Intermedio,Mancuernas,Banco declinado,"empuje horizontal, multiarticular, intermedio, mancuernas, hipertrofia, casa, pectorales, hombros",https://drive.google.com/file/d/1HuO3fpdOlRnXcCjaoh9rX3WbMvCiPsea/view?usp=drivesdk,,
Flexión profunda con mancuernas,Pectorales,Tríceps,casa/gimnasio,Avanzado,Mancuernas,Esterilla,"empuje horizontal, multiarticular, avanzado, mancuernas, hipertrofia, casa, pectorales, tríceps",https://drive.google.com/file/d/1gVoI8xUbmadCGYrNeU2ssVrsYsavtz3N/view?usp=drivesdk,,
Press de pecho en el suelo con mancuernas,Pectorales,Tríceps,casa/gimnasio,Intermedio,Mancuernas,Esterilla,"empuje horizontal, multiarticular, intermedio, mancuernas, hipertrofia, casa, pectorales, tríceps",https://drive.google.com/file/d/1Dlh3W-qDNyL51aONaivZTaVstXrBczdB/view?usp=drivesdk,,
Aperturas con mancuernas,Pectorales,Hombros,Casa o gimnasio,Intermedio,Mancuernas,Banco plano,"empuje horizontal, multiarticular, intermedio, mancuernas, hipertrofia, casa, pectorales, hombros",https://drive.google.com/file/d/1I6VuK8qz_4gitNX9PlyNokYTKp-3444E/view?usp=drivesdk,,
Press martillo en el suelo con mancuernas,Pectorales,Tríceps,casa/gimnasio,Intermedio,Mancuernas,Esterilla,"empuje horizontal, multiarticular, intermedio, mancuernas, hipertrofia, casa, pectorales, tríceps",https://drive.google.com/file/d/1DnOevdlgziRAfnI_kxY3rWri5nS6lSaX/view?usp=drivesdk,,
Aperturas inclinadas con mancuernas,Pectorales,Hombros,Casa o gimnasio,Intermedio,Mancuernas,Banco inclinado,"empuje horizontal, multiarticular, intermedio, mancuernas, hipertrofia, casa, pectorales, hombros",https://drive.google.com/file/d/1gVbEzHS7Ao9Gwsmm7ho_15_gb6F3qTs5/view?usp=drivesdk,,
Press inclinado con mancuernas,Pectorales,Hombros,Casa o gimnasio,Intermedio,Mancuernas,Banco inclinado,"empuje horizontal, multiarticular, intermedio, mancuernas, hipertrofia, casa, pectorales, hombros",https://drive.google.com/file/d/1l5gDIYwG-m1GR5c0VnLaxHBnzzIxeVfM/view?usp=drivesdk,,
Aperturas bajas con mancuernas,Pectorales,Hombros,Casa o gimnasio,Intermedio,Mancuernas,Banco plano o declinado,"empuje horizontal, multiarticular, intermedio, mancuernas, hipertrofia, casa, pectorales, hombros",https://drive.google.com/file/d/1_SyaMv2rOjv4TIT7kPFLb-RWVt94evxQ/view?usp=drivesdk,,
Pullover tumbado sobre fitball con mancuernas,Pectorales,Dorsales,casa/gimnasio,Intermedio,Mancuernas,Fitball,"empuje horizontal, multiarticular, intermedio, mancuernas, hipertrofia, casa, pectorales, dorsales",https://drive.google.com/file/d/1tE6wFLTIFkyqTTe--fRny_P_e41JwZRK/view?usp=drivesdk,,
Press declinado con mancuernas,Pectorales,Tríceps,Gimnasio,Avanzado,Mancuernas,Banco declinado,"empuje horizontal, multiarticular, avanzado, mancuernas, hipertrofia, gimnasio, pectorales, tríceps",https://drive.google.com/file/d/14OISiwGvKN2vESgzxsuAGJBbU6RCN7ml/view?usp=drivesdk,,
Aperturas en el suelo con mancuernas,Pectorales,Hombros,casa/gimnasio,Intermedio,Mancuernas,Esterilla,"empuje horizontal, multiarticular, intermedio, mancuernas, hipertrofia, casa, pectorales, hombros",https://drive.google.com/file/d/1fDTYj9JQdih8qCthCG8Po1oweQpSIdTW/view?usp=drivesdk,,
Press Svend con mancuernas,Pectorales,Tríceps,Casa o gimnasio,Intermedio,Mancuernas,Disco opcional,"empuje horizontal, multiarticular, intermedio, mancuernas, hipertrofia, casa, pectorales, tríceps",https://drive.google.com/file/d/1M56-RaLcF9D6P9GEKm8FanCkl5X-j0rA/view?usp=drivesdk,,
Press alterno en el suelo con mancuernas,Pectorales,Tríceps,casa/gimnasio,Intermedio,Mancuernas,Esterilla,"empuje horizontal, multiarticular, intermedio, mancuernas, hipertrofia, casa, pectorales, tríceps",https://drive.google.com/file/d/1V1pYrCyCtnkZjygA66pUXLO7yXHs6uqx/view?usp=drivesdk,,
Press inclinado alterno con mancuernas,Pectorales,Hombros,Casa o gimnasio,Intermedio,Mancuernas,Banco inclinado,"empuje horizontal, multiarticular, intermedio, mancuernas, hipertrofia, casa, pectorales, hombros",https://drive.google.com/file/d/1lx_GQHYzaqXBqs8e5wZmeFTA26oPw8sv/view?usp=drivesdk,,
Press inclinado con mancuernas,Pectorales,Hombros,Casa o gimnasio,Intermedio,Mancuernas,Banco inclinado,"empuje horizontal, multiarticular, intermedio, mancuernas, hipertrofia, casa, pectorales, hombros",https://drive.google.com/file/d/1dFpJZgslb60-zYeEn2flTKzOyOXWTwUG/view?usp=drivesdk,,
Press alterno en banco con mancuernas (inicio alto),Pectorales,Hombros,Gimnasio,Avanzado,Mancuernas,Banco plano,"empuje horizontal, multiarticular, avanzado, mancuernas, hipertrofia, gimnasio, pectorales, hombros",https://drive.google.com/file/d/1b2oK1wHkiGYt97C-Zo_n7j85q61cXAw3/view?usp=drivesdk,,
Aperturas declinadas con giro (versión femenina),Pectorales,Hombros,Gimnasio,Avanzado,Mancuernas,Banco declinado,"empuje horizontal, multiarticular, avanzado, mancuernas, hipertrofia, gimnasio, pectorales, hombros",https://drive.google.com/file/d/1MKFapG-Ug-PtAfDCC6iqloadWvrUysRN/view?usp=drivesdk,,
Pullover circular con mancuernas,Pectorales,Dorsales,Casa o gimnasio,Intermedio,Mancuernas,Esterilla o banco,"empuje horizontal, multiarticular, intermedio, mancuernas, hipertrofia, casa, pectorales, dorsales",https://drive.google.com/file/d/1viIvG4lY-zupg6QnYyglQHmszbgLJXT6/view?usp=drivesdk,,
Press de banca con mancuernas,Pectorales,Tríceps,Casa o gimnasio,Intermedio,Mancuernas,Banco plano,"empuje horizontal, multiarticular, intermedio, mancuernas, hipertrofia, casa, pectorales, tríceps",https://drive.google.com/file/d/1VBpvN0IoY-ADw7f_8l2oURJGrDZhf-0_/view?usp=drivesdk,,
Press de banca con mancuernas (versión femenina),Pectorales,Tríceps,Casa o gimnasio,Intermedio,Mancuernas,Banco plano,"empuje horizontal, multiarticular, intermedio, mancuernas, hipertrofia, casa, pectorales, tríceps",https://drive.google.com/file/d/1Vg8ikyy3y24CkaUFMTRBv7E-keOklOMR/view?usp=drivesdk,,
Aperturas con mancuernas (versión femenina),Pectorales,Hombros,Casa o gimnasio,Intermedio,Mancuernas,Banco plano,"empuje horizontal, multiarticular, intermedio, mancuernas, hipertrofia, casa, pectorales, hombros",https://drive.google.com/file/d/18EYQtnJwR15Dzuz7_R-94-RHk6IVEpjd/view?usp=drivesdk,,
Pullover con mancuernas,Pectorales,Dorsales,Casa o gimnasio,Intermedio,Mancuernas,Banco o esterilla,"empuje horizontal, multiarticular, intermedio, mancuernas, hipertrofia, casa, pectorales, dorsales",https://drive.google.com/file/d/1r-NMveYQ3iZ3p3ngkPPVyhozRgqleVPE/view?usp=drivesdk,,
Press inclinado con mancuernas (versión femenina),Pectorales,Hombros,Casa o gimnasio,Intermedio,Mancuernas,Banco inclinado,"empuje horizontal, multiarticular, intermedio, mancuernas, hipertrofia, casa, pectorales, hombros",https://drive.google.com/file/d/1L9_gAOh0Fh6YC4HYldgPN7IWm-V0SuYu/view?usp=drivesdk,,
Aperturas inclinadas con mancuernas (versión femenina),Pectorales,Hombros,Casa o gimnasio,Intermedio,Mancuernas,Banco inclinado,"empuje horizontal, multiarticular, intermedio, mancuernas, hipertrofia, casa, pectorales, hombros",https://drive.google.com/file/d/1jmakF2j-ymIfSpX2Sy8sSWTmlIqpdXxN/view?usp=drivesdk,,
Press martillo tumbado con mancuernas,Pectorales,Tríceps,casa/gimnasio,Intermedio,Mancuernas,Esterilla o banco plano,"empuje horizontal, multiarticular, intermedio, mancuernas, hipertrofia, casa, pectorales, tríceps",https://drive.google.com/file/d/1UI15u-JK0As9NypahPURQ6RH3UxTUUBC/view?usp=drivesdk,,
Press con compresión en banco con mancuernas,Pectorales,Hombros,Gimnasio o casa,Avanzado,Mancuernas,Banco plano,"empuje horizontal, multiarticular, avanzado, mancuernas, hipertrofia, casa, pectorales, hombros",https://drive.google.com/file/d/1xVyc91HI9pBWyEl1USuADR8WMHhxGz6-/view?usp=drivesdk,,
Pullover con brazos extendidos (versión femenina),Pectorales,Dorsales,Casa o gimnasio,Intermedio,Mancuernas,Banco plano,"empuje horizontal, multiarticular, intermedio, mancuernas, hipertrofia, casa, pectorales, dorsales",https://drive.google.com/file/d/1iV86NvkUdN5OAE9q4tLPoDJFq6pSuLWY/view?usp=drivesdk,,
Pullover con mancuernas sobre fitball (versión femenina),Pectorales,Dorsales,casa/gimnasio,Intermedio,Mancuernas,Fitball,"empuje horizontal, multiarticular, intermedio, mancuernas, hipertrofia, casa, pectorales, dorsales",https://drive.google.com/file/d/100hsPH0oBOdx7yc0JKKzSSBEaA-7_zDA/view?usp=drivesdk,,
Pullover con mancuernas,Pectorales,Dorsales,Casa o gimnasio,Intermedio,Mancuernas,Banco plano o esterilla,"empuje horizontal, multiarticular, intermedio, mancuernas, hipertrofia, casa, pectorales, dorsales",https://drive.google.com/file/d/1EzXRlXcL0VhRJyClfbxYAxZTRGOvrIQ_/view?usp=drivesdk,,
Pullover con brazos rectos,Pectorales,Dorsales,Casa o gimnasio,Intermedio,Mancuernas,Banco plano,"empuje horizontal, multiarticular, intermedio, mancuernas, hipertrofia, casa, pectorales, dorsales",https://drive.google.com/file/d/17L7NCbSq4NAzJ1UQ7Ypp2GPs22LCpPuT/view?usp=drivesdk,,
Press Svend con peso adicional,Pectorales,Tríceps,Gimnasio,Avanzado,Disco o mancuerna,Banco plano,"empuje horizontal, multiarticular, avanzado, disco o mancuerna, hipertrofia, gimnasio, pectorales, tríceps",https://drive.google.com/file/d/107SRJZhh1_Z2r3Nhr6OdkD9yzJ2wYnLr/view?usp=drivesdk,,
Squeeze press en landmine de rodillas,Pectorales,Hombros,Gimnasio,Avanzado,Barra con landmine,Esterilla o almohadilla,"empuje horizontal, multiarticular, avanzado, barra con landmine, hipertrofia, gimnasio, pectorales, hombros",https://drive.google.com/file/d/1apilp3jLfuyzE2k7W2lTXTB3qbZiKRGQ/view?usp=drivesdk,,
Press de pecho en máquina de palanca (con discos),Pectorales,Tríceps,Gimnasio,Intermedio,Máquina de palanca,Discos,"empuje horizontal, multiarticular, intermedio, máquina de palanca, hipertrofia, gimnasio, pectorales, tríceps",https://drive.google.com/file/d/1_cHAhuZBYQVf66odk84G22zRrvfJo0yz/view?usp=drivesdk,,
Press de pecho en máquina de palanca,Pectorales,Tríceps,Gimnasio,Intermedio,Máquina de palanca,Ninguno,"empuje horizontal, multiarticular, intermedio, máquina de palanca, hipertrofia, gimnasio, pectorales, tríceps",https://drive.google.com/file/d/10Gu4bcUiV0c-cqg9LLfCxXb9Nr-NFwpf/view?usp=drivesdk,,
Press de pecho en máquina de palanca (versión 4),Pectorales,Tríceps,Gimnasio,Intermedio,Máquina de palanca,Ninguno,"empuje horizontal, multiarticular, intermedio, máquina de palanca, hipertrofia, gimnasio, pectorales, tríceps",https://drive.google.com/file/d/1q7tH0f9CwxklHjoNWM63jd00lYHAK5YQ/view?usp=drivesdk,,
Press inclinado en máquina de palanca,Pectorales,Hombros,Gimnasio,Intermedio,Máquina de palanca,Ninguno,"empuje horizontal, multiarticular, intermedio, máquina de palanca, hipertrofia, gimnasio, pectorales, hombros",https://drive.google.com/file/d/15QvfzPi8Syldtsawn3lo-rGfwfMJcq2k/view?usp=drivesdk,,
Press inclinado tipo martillo en máquina de palanca,Pectorales,Tríceps,Gimnasio,Avanzado,Máquina de palanca,Ninguno,"empuje horizontal, multiarticular, avanzado, máquina de palanca, hipertrofia, gimnasio, pectorales, tríceps",https://drive.google.com/file/d/1qcQUOxqt0P7bxwRmj_kR2tDxoRJcFhFO/view?usp=drivesdk,,
Aperturas en máquina Peck Deck,Pectorales,Hombros,Gimnasio,Intermedio,Máquina Peck Deck,Ninguno,"empuje horizontal, multiarticular, intermedio, máquina peck deck, hipertrofia, gimnasio, pectorales, hombros",https://drive.google.com/file/d/150MeZWVrs4bWDyLdSULcpq74ZtbDCkpu/view?usp=drivesdk,,
Aperturas en máquina Peck Deck (versión femenina),Pectorales,Hombros,Gimnasio,Intermedio,Máquina Peck Deck,Ninguno,"empuje horizontal, multiarticular, intermedio, máquina peck deck, hipertrofia, gimnasio, pectorales, hombros",https://drive.google.com/file/d/19Nuy7sDcYju0AzsZeFhq_K9dDpFSDpF6/view?usp=drivesdk,,
Crunches sentado en máquina con apoyo frontal,Abdominales,—,Gimnasio,Intermedio,Máquina específica,Ninguno,"aislado, aislado, intermedio, máquina específica, hipertrofia, gimnasio, abdominales, —",https://drive.google.com/file/d/1g6q0cxXs7pkk7QPauVC4a7y6bIEzV0yV/view?usp=drivesdk,,
Press inclinado en máquina de palanca,Pectorales,Hombros,Gimnasio,Intermedio,Máquina de palanca,Ninguno,"empuje horizontal, multiarticular, intermedio, máquina de palanca, hipertrofia, gimnasio, pectorales, hombros",https://drive.google.com/file/d/1e1uFelXpszWwLQdOPYAgu25iuOHVohuA/view?usp=drivesdk,,
Press horizontal en máquina de palanca (con discos),Pectorales,Tríceps,Gimnasio,Intermedio,Máquina de palanca,Discos,"empuje horizontal, multiarticular, intermedio, máquina de palanca, hipertrofia, gimnasio, pectorales, tríceps",https://drive.google.com/file/d/1Hh87nMhs6BlKj_E8tXcpAlpBDbl1My19/view?usp=drivesdk,,
Press horizontal en máquina de palanca (versión femenina),Pectorales,Tríceps,Gimnasio,Intermedio,Máquina de palanca,Ninguno,"empuje horizontal, multiarticular, intermedio, máquina de palanca, hipertrofia, gimnasio, pectorales, tríceps",https://drive.google.com/file/d/1EoULoYcaxPmRjOgjLyb7fsXo4Lsy8hyk/view?usp=drivesdk,,
Aperturas sentado en máquina de palanca,Pectorales,Hombros,Gimnasio,Intermedio,Máquina de palanca,Ninguno,"empuje horizontal, multiarticular, intermedio, máquina de palanca, hipertrofia, gimnasio, pectorales, hombros",https://drive.google.com/file/d/1caWqnk_6yOanD-p1xNh1uAcOZXRJaHzY/view?usp=drivesdk,,
Press declinado en máquina de palanca (versión 2),Pectorales,Tríceps,Gimnasio,Intermedio,Máquina de palanca,Ninguno,"empuje horizontal, multiarticular, intermedio, máquina de palanca, hipertrofia, gimnasio, pectorales, tríceps",https://drive.google.com/file/d/1D7OesEnAJf3C5IKlCaLRhXOV4_dvd7vi/view?usp=drivesdk,,
Press de pecho en máquina de palanca (con discos, versión femenina),Pectorales,Tríceps,Gimnasio,Intermedio,Máquina de palanca,Discos,"empuje horizontal, multiarticular, intermedio, máquina de palanca, hipertrofia, gimnasio, pectorales, tríceps",https://drive.google.com/file/d/1Fqeoszh2IjQHWpA-ThzHF7pn66ZKLBe0/view?usp=drivesdk,
Press declinado en máquina de palanca,Pectorales,Tríceps,Gimnasio,Intermedio,Máquina de palanca,Ninguno,"empuje horizontal, multiarticular, intermedio, máquina de palanca, hipertrofia, gimnasio, pectorales, tríceps",https://drive.google.com/file/d/1JEm-pbHx2M6zbFzh7IPoFr4Vj1_A3XXb/view?usp=drivesdk,,
Press inclinado en máquina de palanca (con discos),Pectorales,Hombros,Gimnasio,Intermedio,Máquina de palanca,Discos,"empuje horizontal, multiarticular, intermedio, máquina de palanca, hipertrofia, gimnasio, pectorales, hombros",https://drive.google.com/file/d/1Gh_LEE2ixXMRqVA8B7UuV-CJqd2P4_tS/view?usp=drivesdk,,
Aperturas sentado en máquina de palanca (versión femenina),Pectorales,Hombros,Gimnasio,Intermedio,Máquina de palanca,Ninguno,"empuje horizontal, multiarticular, intermedio, máquina de palanca, hipertrofia, gimnasio, pectorales, hombros",https://drive.google.com/file/d/1W_9JxyPuUiTzyax5vEZTkspq7i9Z8Ov8/view?usp=drivesdk,,
Press inclinado tipo martillo en máquina de palanca (versión femenina),Pectorales,Hombros,Gimnasio,Avanzado,Máquina de palanca,Ninguno,"empuje horizontal, multiarticular, avanzado, máquina de palanca, hipertrofia, gimnasio, pectorales, hombros",https://drive.google.com/file/d/1_WVXY7savLaintUckCuAlhPbAwsioCh5/view?usp=drivesdk,,
Flexiones tipo arquero,Pectorales,Tríceps,casa/gimnasio,Avanzado,Ninguno,Esterilla,"empuje horizontal, multiarticular, avanzado, ninguno, hipertrofia, casa, pectorales, tríceps",https://drive.google.com/file/d/1iBIqJyVVmvFPK7fhX2bFM6iC9rkPjcqd/view?usp=drivesdk,,
Flexiones inclinadas con peso corporal,Pectorales,Tríceps,casa/gimnasio,Principiante,Ninguno,Banco o superficie alta,"empuje horizontal, multiarticular, principiante, ninguno, hipertrofia, casa, pectorales, tríceps",https://drive.google.com/file/d/1u0lWx4kCtOToAZ2dvPwo4MJRIS0B5JDF/view?usp=drivesdk,,
Flexiones reloj,Pectorales,Tríceps,casa/gimnasio,Avanzado,Ninguno,Esterilla,"empuje horizontal, multiarticular, avanzado, ninguno, hipertrofia, casa, pectorales, tríceps",https://drive.google.com/file/d/1BCm51o6ZWn7pW0CNhRMGJOxiql7vAfyv/view?usp=drivesdk,,
Flexiones de rodillas (versión femenina),Pectorales,Tríceps,casa/gimnasio,Principiante,Ninguno,Esterilla,"empuje horizontal, multiarticular, principiante, ninguno, hipertrofia, casa, pectorales, tríceps",https://drive.google.com/file/d/1ThvorCxAWjNZ8YbhNsYgZNn7QrKj0ItT/view?usp=drivesdk,,
Flexiones declinadas,Pectorales,Tríceps,Casa o gimnasio,Intermedio,Ninguno,Banco o superficie alta,"empuje horizontal, multiarticular, intermedio, ninguno, hipertrofia, casa, pectorales, tríceps",https://drive.google.com/file/d/1XoGv5UMIkcKkj3BUoebFl9Ktykue1Q_0/view?usp=drivesdk,,
Flexiones declinadas (versión femenina),Pectorales,Tríceps,casa/gimnasio,Intermedio,Ninguno,Banco o superficie alta,"empuje horizontal, multiarticular, intermedio, ninguno, hipertrofia, casa, pectorales, tríceps",https://drive.google.com/file/d/1YusWhjS2oQXF3KYrTqxre45XxhOj_rb3/view?usp=drivesdk,,
Flexiones con remo en posición de rodillas,Pectorales,Dorsales,casa/gimnasio,Intermedio,Mancuernas,Esterilla,"empuje horizontal, multiarticular, intermedio, mancuernas, hipertrofia, casa, pectorales, dorsales",https://drive.google.com/file/d/1HoUELfQn7dzx5Mg0AQfFu403hNBkXWhm/view?usp=drivesdk,,
Flexiones pica,Pectorales,Hombros,casa/gimnasio,Intermedio,Ninguno,Esterilla,"empuje horizontal, multiarticular, intermedio, ninguno, hipertrofia, casa, pectorales, hombros",https://drive.google.com/file/d/1ejFkaqJQ67DLYTQS1xpZuUVp557BY9Wd/view?usp=drivesdk,,
Flexiones contra la pared,Pectorales,Tríceps,casa/gimnasio,Principiante,Ninguno,Ninguno,"empuje horizontal, multiarticular, principiante, ninguno, hipertrofia, casa, pectorales, tríceps",https://drive.google.com/file/d/18vqqJKPp3BJ2fVWGLOCCk0eYr97QODFn/view?usp=drivesdk,,
